"ruleId","type","fieldId","description","noticeId (null means all)","condition","expression","target","severity"
"BR-BT-00078-0049","forbidden","BT-78-Lot","The BT-78 Security Clearance Deadline is not allowed at Lot level for a notice of type Contract modification notice – concessions directive.","40","Always","NULL","all","ERROR"
"BR-BT-00079-0001","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type .","X01","Always","NULL","all","ERROR"
"BR-BT-00079-0002","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type .","X02","Always","NULL","all","ERROR"
"BR-BT-00079-0004","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR"
"BR-BT-00079-0005","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR"
"BR-BT-00079-0006","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR"
"BR-BT-00079-0007","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Prior information notice used only for information – general directive.","4","Always","NULL","all","ERROR"
"BR-BT-00079-0008","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","Always","NULL","all","ERROR"
"BR-BT-00079-0009","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Prior information notice used only for information – defence directive.","6","Always","NULL","all","ERROR"
"BR-BT-00079-0011","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type .","T01","Always","NULL","all","ERROR"
"BR-BT-00079-0030","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Design contest notice – general directive, design.","23","Always","NULL","all","ERROR"
"BR-BT-00079-0031","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Design contest notice – sectoral directive, design.","24","Always","NULL","all","ERROR"
"BR-BT-00079-0032","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","Always","NULL","all","ERROR"
"BR-BT-00079-0033","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","Always","NULL","all","ERROR"
"BR-BT-00079-0034","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","Always","NULL","all","ERROR"
"BR-BT-00079-0035","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","Always","NULL","all","ERROR"
"BR-BT-00079-0036","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Contract award notice – general directive, standard regime.","29","Always","NULL","all","ERROR"
"BR-BT-00079-0037","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Contract award notice – sectoral directive, standard regime.","30","Always","NULL","all","ERROR"
"BR-BT-00079-0038","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Contract award notice – defence directive, standard regime.","31","Always","NULL","all","ERROR"
"BR-BT-00079-0039","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Concession award notice – concession directive, standard regime.","32","Always","NULL","all","ERROR"
"BR-BT-00079-0041","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type .","T02","Always","NULL","all","ERROR"
"BR-BT-00079-0042","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Contract award notice – general directive, light regime.","33","Always","NULL","all","ERROR"
"BR-BT-00079-0043","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Contract award notice – sectoral directive, light regime.","34","Always","NULL","all","ERROR"
"BR-BT-00079-0044","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Concession award notice – concessions directive, light regime.","35","Always","NULL","all","ERROR"
"BR-BT-00079-0045","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Design contest result notice – general directive, design.","36","Always","NULL","all","ERROR"
"BR-BT-00079-0046","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Design contest result notice – sectoral directive, design.","37","Always","NULL","all","ERROR"
"BR-BT-00079-0047","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Contract modification notice – general directive.","38","Always","NULL","all","ERROR"
"BR-BT-00079-0048","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Contract modification notice – sectoral directive.","39","Always","NULL","all","ERROR"
"BR-BT-00079-0049","forbidden","BT-79-Lot","The BT-79 Performing Staff Qualification is not allowed at Lot level for a notice of type Contract modification notice – concessions directive.","40","Always","NULL","all","ERROR"
"BR-BT-00088-0001","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type .","X01","Always","NULL","all","ERROR"
"BR-BT-00088-0002","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type .","X02","Always","NULL","all","ERROR"
"BR-BT-00088-0004","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR"
"BR-BT-00088-0005","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR"
"BR-BT-00088-0006","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR"
"BR-BT-00088-0007","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Prior information notice used only for information – general directive.","4","Always","NULL","all","ERROR"
"BR-BT-00088-0008","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","Always","NULL","all","ERROR"
"BR-BT-00088-0009","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Prior information notice used only for information – defence directive.","6","Always","NULL","all","ERROR"
"BR-BT-00088-0011","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type .","T01","Always","NULL","all","ERROR"
"BR-BT-00088-0017","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type .","CEI","Always","NULL","all","ERROR"
"BR-BT-00088-0020","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Prior information notice used as a call for competition - concessions directive, light regime.","14","Always","NULL","all","ERROR"
"BR-BT-00088-0021","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Notice on the existence of a qualification system – sectoral directive.","15","Always","NULL","all","ERROR"
"BR-BT-00088-0032","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","Always","NULL","all","ERROR"
"BR-BT-00088-0033","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","Always","NULL","all","ERROR"
"BR-BT-00088-0034","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","Always","NULL","all","ERROR"
"BR-BT-00088-0035","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","Always","NULL","all","ERROR"
"BR-BT-00088-0041","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type .","T02","Always","NULL","all","ERROR"
"BR-BT-00088-0047","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Contract modification notice – general directive.","38","Always","NULL","all","ERROR"
"BR-BT-00088-0048","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Contract modification notice – sectoral directive.","39","Always","NULL","all","ERROR"
"BR-BT-00088-0049","forbidden","BT-88-Procedure","The BT-88 Procedure Features is not allowed at Procedure level for a notice of type Contract modification notice – concessions directive.","40","Always","NULL","all","ERROR"
"BR-BT-00092-0001","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type .","X01","Always","NULL","all","ERROR"
"BR-BT-00092-0002","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type .","X02","Always","NULL","all","ERROR"
"BR-BT-00092-0004","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR"
"BR-BT-00092-0005","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR"
"BR-BT-00092-0006","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR"
"BR-BT-00092-0007","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Prior information notice used only for information – general directive.","4","Always","NULL","all","ERROR"
"BR-BT-00092-0008","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","Always","NULL","all","ERROR"
"BR-BT-00092-0009","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Prior information notice used only for information – defence directive.","6","Always","NULL","all","ERROR"
"BR-BT-00092-0011","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type .","T01","Always","NULL","all","ERROR"
"BR-BT-00092-0017","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type .","CEI","Always","NULL","all","ERROR"
"BR-BT-00092-0030","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Design contest notice – general directive, design.","23","Always","NULL","all","ERROR"
"BR-BT-00092-0031","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Design contest notice – sectoral directive, design.","24","Always","NULL","all","ERROR"
"BR-BT-00092-0032","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","Always","NULL","all","ERROR"
"BR-BT-00092-0033","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","Always","NULL","all","ERROR"
"BR-BT-00092-0034","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","Always","NULL","all","ERROR"
"BR-BT-00092-0035","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","Always","NULL","all","ERROR"
"BR-BT-00092-0036","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Contract award notice – general directive, standard regime.","29","Always","NULL","all","ERROR"
"BR-BT-00092-0037","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Contract award notice – sectoral directive, standard regime.","30","Always","NULL","all","ERROR"
"BR-BT-00092-0038","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Contract award notice – defence directive, standard regime.","31","Always","NULL","all","ERROR"
"BR-BT-00092-0039","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Concession award notice – concession directive, standard regime.","32","Always","NULL","all","ERROR"
"BR-BT-00092-0041","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type .","T02","Always","NULL","all","ERROR"
"BR-BT-00092-0042","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Contract award notice – general directive, light regime.","33","Always","NULL","all","ERROR"
"BR-BT-00092-0043","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Contract award notice – sectoral directive, light regime.","34","Always","NULL","all","ERROR"
"BR-BT-00092-0044","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Concession award notice – concessions directive, light regime.","35","Always","NULL","all","ERROR"
"BR-BT-00092-0045","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Design contest result notice – general directive, design.","36","Always","NULL","all","ERROR"
"BR-BT-00092-0046","forbidden","BT-92-Lot","The BT-92 Electronic Ordering is not allowed at Lot level for a notice of type Design contest result notice – sectoral directive, design.","37","Always","NULL","all","ERROR"
"BR-BT-00093-0001","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type .","X01","Always","NULL","all","ERROR"
"BR-BT-00093-0002","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type .","X02","Always","NULL","all","ERROR"
"BR-BT-00093-0004","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR"
"BR-BT-00093-0005","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR"
"BR-BT-00093-0006","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR"
"BR-BT-00093-0007","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Prior information notice used only for information – general directive.","4","Always","NULL","all","ERROR"
"BR-BT-00093-0008","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","Always","NULL","all","ERROR"
"BR-BT-00093-0009","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Prior information notice used only for information – defence directive.","6","Always","NULL","all","ERROR"
"BR-BT-00093-0011","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type .","T01","Always","NULL","all","ERROR"
"BR-BT-00093-0017","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type .","CEI","Always","NULL","all","ERROR"
"BR-BT-00093-0030","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Design contest notice – general directive, design.","23","Always","NULL","all","ERROR"
"BR-BT-00093-0031","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Design contest notice – sectoral directive, design.","24","Always","NULL","all","ERROR"
"BR-BT-00093-0032","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","Always","NULL","all","ERROR"
"BR-BT-00093-0033","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","Always","NULL","all","ERROR"
"BR-BT-00093-0034","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","Always","NULL","all","ERROR"
"BR-BT-00093-0035","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","Always","NULL","all","ERROR"
"BR-BT-00093-0036","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Contract award notice – general directive, standard regime.","29","Always","NULL","all","ERROR"
"BR-BT-00093-0037","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Contract award notice – sectoral directive, standard regime.","30","Always","NULL","all","ERROR"
"BR-BT-00093-0038","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Contract award notice – defence directive, standard regime.","31","Always","NULL","all","ERROR"
"BR-BT-00093-0039","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Concession award notice – concession directive, standard regime.","32","Always","NULL","all","ERROR"
"BR-BT-00093-0041","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type .","T02","Always","NULL","all","ERROR"
"BR-BT-00093-0042","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Contract award notice – general directive, light regime.","33","Always","NULL","all","ERROR"
"BR-BT-00093-0043","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Contract award notice – sectoral directive, light regime.","34","Always","NULL","all","ERROR"
"BR-BT-00093-0044","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Concession award notice – concessions directive, light regime.","35","Always","NULL","all","ERROR"
"BR-BT-00093-0045","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Design contest result notice – general directive, design.","36","Always","NULL","all","ERROR"
"BR-BT-00093-0046","forbidden","BT-93-Lot","The BT-93 Electronic Payment is not allowed at Lot level for a notice of type Design contest result notice – sectoral directive, design.","37","Always","NULL","all","ERROR"
"BR-BT-00094-0001","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type .","X01","Always","NULL","all","ERROR"
"BR-BT-00094-0002","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type .","X02","Always","NULL","all","ERROR"
"BR-BT-00094-0004","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR"
"BR-BT-00094-0005","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR"
"BR-BT-00094-0006","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR"
"BR-BT-00094-0007","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Prior information notice used only for information – general directive.","4","Always","NULL","all","ERROR"
"BR-BT-00094-0008","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","Always","NULL","all","ERROR"
"BR-BT-00094-0009","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Prior information notice used only for information – defence directive.","6","Always","NULL","all","ERROR"
"BR-BT-00094-0011","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type .","T01","Always","NULL","all","ERROR"
"BR-BT-00094-0012","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – general directive.","7","Always","NULL","all","ERROR"
"BR-BT-00094-0013","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive.","8","Always","NULL","all","ERROR"
"BR-BT-00094-0014","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – defence directive.","9","Always","NULL","all","ERROR"
"BR-BT-00094-0015","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","Always","NULL","all","ERROR"
"BR-BT-00094-0016","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, standard regime.","11","Always","NULL","all","ERROR"
"BR-BT-00094-0017","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type .","CEI","Always","NULL","all","ERROR"
"BR-BT-00094-0018","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Prior information notice used as a call for competition - general directive, light regime.","12","Always","NULL","all","ERROR"
"BR-BT-00094-0019","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, light regime.","13","Always","NULL","all","ERROR"
"BR-BT-00094-0020","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Prior information notice used as a call for competition - concessions directive, light regime.","14","Always","NULL","all","ERROR"
"BR-BT-00094-0030","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Design contest notice – general directive, design.","23","Always","NULL","all","ERROR"
"BR-BT-00094-0031","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Design contest notice – sectoral directive, design.","24","Always","NULL","all","ERROR"
"BR-BT-00094-0032","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","Always","NULL","all","ERROR"
"BR-BT-00094-0033","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","Always","NULL","all","ERROR"
"BR-BT-00094-0034","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","Always","NULL","all","ERROR"
"BR-BT-00094-0035","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","Always","NULL","all","ERROR"
"BR-BT-00094-0036","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Contract award notice – general directive, standard regime.","29","Always","NULL","all","ERROR"
"BR-BT-00094-0037","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Contract award notice – sectoral directive, standard regime.","30","Always","NULL","all","ERROR"
"BR-BT-00094-0038","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Contract award notice – defence directive, standard regime.","31","Always","NULL","all","ERROR"
"BR-BT-00094-0039","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Concession award notice – concession directive, standard regime.","32","Always","NULL","all","ERROR"
"BR-BT-00094-0041","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type .","T02","Always","NULL","all","ERROR"
"BR-BT-00094-0042","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Contract award notice – general directive, light regime.","33","Always","NULL","all","ERROR"
"BR-BT-00094-0043","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Contract award notice – sectoral directive, light regime.","34","Always","NULL","all","ERROR"
"BR-BT-00094-0044","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Concession award notice – concessions directive, light regime.","35","Always","NULL","all","ERROR"
"BR-BT-00094-0045","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Design contest result notice – general directive, design.","36","Always","NULL","all","ERROR"
"BR-BT-00094-0046","forbidden","BT-94-Lot","The BT-94 Recurrence is not allowed at Lot level for a notice of type Design contest result notice – sectoral directive, design.","37","Always","NULL","all","ERROR"
"BR-BT-00095-0001","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type .","X01","Always","NULL","all","ERROR"
"BR-BT-00095-0002","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type .","X02","Always","NULL","all","ERROR"
"BR-BT-00095-0004","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR"
"BR-BT-00095-0005","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR"
"BR-BT-00095-0006","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR"
"BR-BT-00095-0007","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Prior information notice used only for information – general directive.","4","Always","NULL","all","ERROR"
"BR-BT-00095-0008","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","Always","NULL","all","ERROR"
"BR-BT-00095-0009","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Prior information notice used only for information – defence directive.","6","Always","NULL","all","ERROR"
"BR-BT-00095-0011","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type .","T01","Always","NULL","all","ERROR"
"BR-BT-00095-0012","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – general directive.","7","Always","NULL","all","ERROR"
"BR-BT-00095-0013","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive.","8","Always","NULL","all","ERROR"
"BR-BT-00095-0014","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – defence directive.","9","Always","NULL","all","ERROR"
"BR-BT-00095-0015","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","Always","NULL","all","ERROR"
"BR-BT-00095-0016","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, standard regime.","11","Always","NULL","all","ERROR"
"BR-BT-00095-0017","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type .","CEI","Always","NULL","all","ERROR"
"BR-BT-00095-0018","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Prior information notice used as a call for competition - general directive, light regime.","12","Always","NULL","all","ERROR"
"BR-BT-00095-0019","forbidden","BT-95-Lot","The BT-95 Recurrence Description is not allowed at Lot level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, light regime.","13","Always","NULL","all","ERROR"
